@RELATION SentimentTrain

@ATTRIBUTE Text string
@ATTRIBUTE sentiments real

@DATA
'a_fun',1
'didn\'t_know',1
'then',1
'institutions',1
'confusing_as',1
'square',1
'of_these',1
'are_ever',1
'plot',1
'merges',1
'first_there',1
'just_take',1
'that_extent',1
'the_book',1
'broken',1
'loose',1
'have',1
'book_jacket',1
'dialogues',1
'think',1
'take_out',1
'thing',1
'but_it',1
'this_one',1
'clearly_focussed',1
'a_very',1
'mouth_shut',1
'in_this',2
'read_this',1
'or_you',1
'comes',1
'it_comes',1
'jacket',1
'sections',1
'myles_poetry',1
'tie_up',1
'the_second',1
'fact_seems',1
'want',2
'the_family',1
'this_novel',1
'that',5
'mealy_mouthed',1
'spattered_on',1
'restated_in',1
'write_poetry',1
'smile',1
'child_to',1
'care',1
'might',1
'interpretation_or',1
'poetry',2
'not',1
'reign_of',1
'the_mental',1
'pretentious_the',1
'same_character',1
'a_bookgroup',1
'approaches',1
'mouth',1
'see_at',1
'didn\'t_care',1
'what',3
'&quot;autobiographical&quot;_novel',1
'from_child',1
'it_reminded',1
'mental_institutions',1
'punctuations',1
'dialogues_with',1
'kind',1
'things_here',1
'5th_word',1
'a_confusing',1
'novel_cool',1
'like',1
'actually',1
'of_room',1
'and_one',1
'know',1
'second_takes',1
'love_it',1
'character_unfortunately',1
'focus_you',1
'to_settle',1
'of_this',1
'broken_i',1
'ramble',1
'woman_it',1
'with',6
'down_what',1
'free',1
'heard',1
'indeed',1
'lively',1
'leave_out',1
'square_shouldered',1
'looking',1
'say_and',1
'family_referred',1
'a_&quot;formula&quot;',1
'who_allows',1
'visions_of',1
'shouldered_beauty',1
'you\'re_looking',1
'someone',2
'trying_to',1
'that_is',1
'as_she',1
'up',1
'line_there',1
'it\'s',2
'abstract',1
'style_can',1
'is_her',1
'say_has',1
'are_definitely',1
'to',12
'recommend',1
'read',3
'abstract_art',1
'the_house',2
'open',1
'what_you',1
'pieces_of',1
'sections_in',1
'to_quite',1
'look_really',1
'indeed_and',1
'restated',1
'i_once',1
'know_how',1
'ends',1
'a_cement',1
'might_want',1
'it_so',1
'she',3
'of_plot',1
'cleaver',1
'resolved',1
'and_the',1
'seem_that',1
'distinct',1
'comes_paint',1
'does',1
'mouthed_pushover',1
'there_are',1
'wants_to',1
'myles',4
'quite',1
'art_if',1
'&quot;autobiographical&quot;',1
'issues',1
'&quot;formula&quot;',1
'write_down',1
'place_in',2
'she_is',1
'house_rules',1
'at_the',1
'disappointed_with',1
'or',3
'see',2
'so_i',1
'on',3
'went_to',1
'and_look',1
'can_just',1
'of',10
'this_book',4
'lot',3
'will',1
'very_clearly',1
'take',2
'5th',1
'discussion_and',1
'kind_word',1
'spattered',1
'recommend_to',1
'daughter',1
'bow',1
'have_read',1
'for_a',3
'say_in',1
'maybe_not',1
'brave',1
'the_life',1
'june_cleaver',1
'punctuations_and',1
'just_write',1
'and_it',1
'two',1
'narrative_leaves',1
'and_in',1
'members_actually',1
'me',1
'in_the',2
'focussed_on',1
'shut',1
'i_read',1
'what_she',1
'own',1
'beauty_june',1
'on_the',1
'seems',1
'like_abstract',1
'as_it',2
'a_strong',1
'knows_the',1
'say',3
'seems_to',1
'lot_of',2
'there',2
'that_you',1
'it\'s_outspoken',1
'settle_in',1
'here_that',1
'you_keep',1
'two_distinct',1
'very_lively',1
'don\'t',2
'different',2
'of_our',1
'leaves_out',1
'wall',1
'out',3
'went',1
'bookgroup_discussion',1
'when',1
'to_woman',1
'referred',2
'smile_and',1
'and_keeps',1
'mind_and',1
'or_who',1
'word_or',1
'grows',1
'lot_i',1
'members',1
'it',8
'is',8
'will_see',1
'fact',1
'in',8
'here',1
'made_for',1
'if',2
'clearly',1
'the_end',1
'the_same',1
'really_hard',1
'with_this',1
'ends_this',1
'elsewhere',1
'one_thing',1
'so_well',1
'cool_for',1
'mother',1
'woman',1
'there_is',1
'it_as',1
'it_is',2
'confusing_ramble',1
'to_on',1
'just',2
'room_for',1
'i',6
'outspoken',1
'for_you',1
'rules',1
'one_for',1
'her_mouth',1
'and_they',1
'out_punctuations',1
'seem',1
'if_you',1
'reminded',1
'line',1
'to_write',1
'and_then',1
'keep_an',1
'settle',1
'you',7
'mouthed',1
'grows_from',1
'you\'re',1
'novel_if',1
'the_first',1
'looking_for',1
'a_lot',2
'book_the',1
'i_don\'t',1
'ever_5th',1
'and_a',1
'referred_to',2
'she_grows',1
'novel',2
'poetry_and',1
'once_heard',1
'how_to',1
'didn\'t',3
'not_with',1
'a_bow',1
'#label#',2.0
'homeric',1
'the_ending',1
'patroclus',1
'anticlimactic',1
'by',3
'assault_on',1
'intervention_in',1
'with_suffering',1
'modern_sensibilities',1
'the_story',1
'doomed',1
'his_beloved',1
'modern',1
'was_trained',1
'shape-shifting',1
'at',1
'as',2
'pride_until',1
'episodes',1
'gods',1
'a_girl',1
'he_was',1
'friend',1
'cook_recreates',1
'nymph',1
'troy',1
'killed_his',1
'suffering',1
'out_homeric',1
'his_pride',1
'joining',1
'odysseus_this',1
'recreates',1
'by_a',2
'neighboring_king\'s',1
'on_his',1
'intervention',2
'thetis',1
'agamemnon\'s',2
'language_for',1
'suffering_and',1
'complete',1
'turns',1
'a_mortal',1
'gripping_emotional',1
'cook',1
'nymph_',1
'court_and',1
'him_against',1
'the_trojan',1
'recreates_',1
'joining_agamemnon\'s',1
'cons',1
'divine_intervention',1
'out',1
'troy_where',1
'is_anticlimactic',1
'larger_than',1
'lived',1
'achilles_mother',1
'into_joining',1
'with_divine',1
'heroic',1
'other_mortal',1
'content_pros',1
'tricked_by',1
'this_is',1
'because_of',1
'more',2
'trojan',1
'as_well',1
'ending',1
'readers_in',1
'death',1
'john',1
'emotions_integrates',1
'centaur_lived',1
'for',1
'him',1
'mortal',2
'trojan_war',1
'street_language',1
'wrath',1
'divine',1
'death_his',1
'his',4
'life',1
'homeric_episodes',1
'fleshes',1
'even',1
'drawing_readers',1
'than_any',1
'for_those',1
'court',1
'assault',1
'where',1
'suffered_more',1
'this',1
'sat',1
'and_a',1
'than_life',1
'and_street',1
'his_friend',1
'by_odysseus',1
'turns_him',1
'agamemnon\'s_assault',1
'larger',1
'fuming_because',1
'king\'s_court',1
'with_gripping',1
'not_interested',1
'language',1
'gods_intervention',1
'at_troy',1
'heel_the',1
'heroic_than',1
'friend_odysseus',1
'john_keats',1
'agamemnon\'s_war',1
'the_gods',1
'mortal_suffered',1
'where_he',1
'band',1
'fuming',1
'until_hector',1
'and_emotions',1
'drawing',1
'on',1
'king\'s',1
'those',1
'of',2
'ancient_story',1
'tells',1
'and_then',1
'thetis_achilles',1
'pride',1
'a_neighboring',1
'then',1
'sensibilities_and',1
'intervention_and',1
'was',3
'war',2
'explains_the',1
'in_the',1
'tricked',1
'any',1
'story_cook',1
'in_death',1
'sensibilities',1
'centaur',1
'those_not',1
'and',5
'content',1
'pros',1
'beloved_patroclus',1
'emotional_content',1
'odysseus_into',1
'with',3
'integrates',1
'because',1
'emotions',1
'street',1
'any_other',1
'complete_with',1
'achilles_more',1
'trained',1
'patroclus_achilles',1
'was_tricked',1
'tells_the',1
'against',1
'tragic_achilles',1
'other',1
'keats',1
'fleshes_out',1
'than',2
'mortal_heel',1
'heel',1
'ancient',1
'doomed_by',1
'pros_',1
'mother_cons',1
'in_with',1
'in_a',1
'as_a',1
'story',3
'lived_as',1
'is',2
'in',5
'neighboring',1
'well',1
'girl',1
'ending_is',1
'against_his',1
'girl_in',1
'wrath_turns',1
'then_was',1
'war_band',1
'of_agamemnon\'s',1
'well_even',1
'hector',1
'emotional',1
'he',2
'shape-shifting_nymph',1
'the_tragic',1
'suffered',1
'trained_by',1
'readers',1
'life_he',1
'more_as',1
'odysseus',2
'is_the',1
'gripping',1
'a',5
'until',1
'killed',1
'war_tells',1
'explains',1
'episodes_with',1
'mother',1
'tragic',1
'not',1
'a_shape-shifting',1
'achilles_story',1
'in_john',1
'of_thetis',1
'back',1
'he_sat',1
'into',1
'his_wrath',1
'achilles_was',1
'band_at',1
'a_centaur',1
'hector_killed',1
'cons_',1
'keats_the',1
'interested_in',1
'more_heroic',1
'story_of',1
'the',6
'integrates_and',1
'achilles',4
'was_larger',1
'and_explains',1
'sat_back',1
'even_in',1
'beloved',1
'the_ancient',1
'interested',1
'back_fuming',1
'#label#',4.0
'a',2
'result',1
'are_ready',1
'comes_away',1
'almost_encyclopedic',1
'he_does',1
'seriously',1
'manufacture',1
'does_not',1
'to_join',1
'(nci)_and',1
'result_he',1
'place."as_a',1
'by',3
'knowledge',1
'also_be',1
'this_book',2
'charity',1
'person',1
'charity_money',1
'in_the',3
'person_who',1
'in_understanding',1
'with_prof',1
'those_who',2
'who_manufacture',1
'be',2
'cultivates_a',1
'cures...while_ignoring',1
'repeatedly',1
'will',1
'to_name',1
'billions',1
'cancer',7
'as',1
'greed_and',1
'fact_losing',1
'an',3
'epidemic',1
'corruption',1
'instance',1
'requires',1
'contrary_to',1
'the_fight',1
'unlike',1
'repeatedly_rebuffed',1
'claims_for',1
'dollars_of',1
'effort',1
'said',1
'names',1
'angry',1
'shows',1
'instance_that',1
'polluted_our',2
'earlier',1
'national_cancer',1
'how',2
'war_on',1
'in_nature',1
'striking_one',1
'chemicals_have',2
'that_be',1
'every',2
'such_chemicals',1
'have_polluted',1
'name_names',1
'encyclopedic',1
'book_is',2
'fight_against',1
'our_political',1
'as_with',1
'targeting_silver-bullet',1
'issues',1
'the_person',1
'it_thus',1
'encyclopedic_knowledge',1
'does',1
'rates',1
'digest_for',1
'to_read',1
'health_and',1
'have_escalated',1
'strategies_for',1
'epstein\'s_earlier',1
'epstein\'s',1
'some',1
'political',1
'hesitate',1
'of_our',1
'tens',1
'pollution',1
'than',1
'thus',1
'most',1
'thus_requires',1
'contrary',1
'is_indispensable',1
'we',1
'shows_that',1
'claims',1
'read_and',1
'the_impression',1
'for_the',1
'of_industry',1
'first_place."as',1
'cancer_unlike',1
'that_the',1
'spending',1
'a_take-no-prisoners',1
'technical_in',1
'who_is',1
'to_the',1
'three',1
'political_system."review',1
'how_those',1
'much_of',1
'ralph_mossto',1
'more',1
'society',2
'dollars',1
'is_very',1
'us',1
'cures...while',1
'mossto',1
'join',1
'field_it',1
'hesitate_to',1
'it_will',1
'similarly_polluted',1
'relations-dominated_media',1
'an_angry',1
'on_cancer',1
'prof_epstein\'s',1
'address',1
'taxpayer_and',1
'angry_impassioned',1
'men',1
'about_public',1
'important',1
'now',1
'academics',1
'to',6
'environment',1
'cancer_in',1
'the_powers',1
'preventing_cancer',1
'two',1
'experience_as',1
'such',1
'industry',1
'who',3
'primarily_targeting',1
'our_society',1
'cancer_society',1
'three_women.this',1
'unlike_most',1
'both',1
'enormously_rewarding',1
'spending_tens',1
'of_billions',1
'fact',1
'our_public',1
'of_this',1
'ignoring',1
'of_taxpayer',1
'by_dr',1
'also',1
'epstein_is',1
'sometimes_the',1
'the_first',1
'and_digest',1
'this',2
'public_relations-dominated',1
'one_comes',1
'ralph',1
'manufacture_such',1
'and_cultivates',1
'understanding_the',1
'he_says',1
'women.this',1
'powers',1
'important_book',1
'people_said',1
'failure',1
'and_the',1
'cancer_rates',1
'primarily',1
'more_than',1
'our',4
'nature_it',1
'be_an',1
'for_preventing',1
'are',2
'rewarding',1
'truth',1
'(acs)',1
'society_to',1
'us_spending',1
'in_fact',1
'seriously_interested',1
'field_prof',1
'relations-dominated',1
'american_men',1
'greed',1
'escalated_to',1
'media_we',1
'truth_hurts',1
'is_seriously',1
'comes',1
'striking',1
'cancer_field',2
'two_american',1
'says_cancer',1
'earlier_books',1
'book',4
'than_one',1
'on',1
'knowledge_of',1
'national',1
'for',4
'those',2
'of',7
'failure_of',1
'both_betrayed',1
'impression_fostered',1
'media',1
'take-no-prisoners',1
'is_an',1
'institute',1
'ready_to',1
'preventing',1
'against_greed',1
'join_the',1
'fostered_by',1
'much-vaunted',1
'epidemic_proportions',1
'war',1
'address_issues',1
'that_contrary',1
'american',2
'style_repeatedly',1
'a_result',1
'system."review_by',1
'says',1
'public_health',1
'ready',1
'silver-bullet_cures...while',1
'interested_in',1
'mossto_which',1
'books',1
'much-vaunted_war',1
'and_how',1
'the_national',1
'and',8
'in_every',2
'to_address',1
'much',1
'society_(acs)',1
'impassioned_and',1
'how_chemicals',1
'men_and',1
'some_effort',1
'prof',2
'digest',1
'with',2
'american_cancer',1
'billions_of',1
'silver-bullet',1
'which_the',1
'which',1
'fight',1
'betrayed_us',1
'away_with',1
'by_the',1
'book_much',1
'said_amen',1
'who_are',1
'against',1
'books_one',1
'rewarding_experience',1
'have_both',1
'and_charity',1
'will_also',1
'place."as',1
'similarly',1
'that',3
'rates_have',1
'experience',1
'proportions_now',1
'requires_some',1
'dr_ralph',1
'to_epidemic',1
'one_in',2
'tens_of',1
'impression',1
'amen',1
'passionate_about',1
'one',3
'and_corruption',1
'technical',1
'are_in',1
'every_two',1
'rebuffed_by',1
'almost',1
'pollution_this',1
'environment_and',1
'it',2
'is',5
'powers_that',1
'the_failure',1
'in',8
'polluted',2
'an_almost',1
'now_striking',1
'every_three',1
'cultivates',1
'indispensable_for',1
'understanding',1
'the_much-vaunted',1
'effort_to',1
'the_truth',1
'indispensable',1
'institute_(nci)',1
'take-no-prisoners_style',1
'system."review',1
'he',3
'the_american',1
'away',1
'for_instance',1
'have_similarly',1
'(acs)_have',1
'we_are',1
'the_people',1
'names_he',1
'prof_epstein',1
'be_he',1
'public',2
'very_technical',1
'money',1
'for_those',1
'betrayed',1
'and_more',1
'most_academics',1
'rebuffed',1
'with_an',1
'losing',1
'escalated',1
'epstein',1
'health',1
'proportions',1
'losing_the',1
'of_how',1
'nature',1
'women.this_is',1
'by_our',1
'industry_pollution',1
'not',1
'chemicals',2
'book_shows',1
'our_environment',1
'hurts',1
'about',1
'and_important',1
'have',4
'targeting',1
'very',1
'cancer_institute',1
'impassioned',1
'people',1
'passionate',1
'strategies',1
'he_claims',1
'an_enormously',1
'corruption_in',1
'sometimes',1
'read',1
'(nci)',1
'field',2
'not_hesitate',1
'the',14
'issues_of',1
'fostered',1
'style',1
'dr',1
'enormously',1
'taxpayer',1
'academics_in',1
'is_passionate',1
'of_dollars',1
'the_book',1
'first',1
'interested',1
'name',1
'money_primarily',1
'the_cancer',2
'ignoring_strategies',1
'#label#',4.0
'not',1
'just',1
'and_not',1
'enough',1
'gloss',2
'the_beef',1
'much_gloss',2
'the',1
'much',2
'gloss_and',1
'where\'s',1
'too',2
'information_where\'s',1
'beef',1
'enough_information',1
'too_much',2
'where\'s_the',1
'just_too',1
'information',1
'and',1
'not_enough',1
'#label#',1.0
'pages_and',1
'is',11
'plenty',1
'people_who',1
'go_to',1
'any_singling',1
'endless',1
'a_sufficient',1
'their',2
'do',1
'ranks',1
'country',2
'by',8
'to_justify',2
'end',1
'and_running',1
'gives_me',1
'the_author',5
'proposals',1
'whole_i',1
'<year>_pages',1
'<num>_pages.by',1
'be',2
'arguments_are',1
'this_country',1
'come_from',1
'all_of',1
'at',1
'as',1
'a_basic',1
'info',1
'bitterly',1
'think_with',1
'the_intellectuals',1
'part',1
'justify_their',1
'essence',1
'maps',1
'weak_first',1
'give',1
'a_decided',1
'gives_endless',1
'been',1
'acknowledgments',1
'the_native',1
'by_other',2
'pages.by',1
'go',1
'is_obtained.surprisingly',1
'maps_there',1
'israel_and',1
'enabled_by',1
'were',1
'foreign_aid',1
'israel_was',1
'bad',1
'table_of',1
'unconvincing',1
'brief_book',1
'he',2
'require_that',1
'the',28
'beyond',1
'of_arabs',1
'asymmetry_of',1
'native_arab',1
'large',3
'not',1
'feared_that',1
'offered_by',1
'require',1
'of_the',2
'are_the',1
'basic_axiom',1
'years_i',1
'fails',1
'and_peace',1
'favoritism',1
'founding',1
'meaningful',1
'a_small',1
'ends_of',1
'hardly_democracy',1
'provides',1
'beyond_this',1
'from_the',1
'arguments_made',1
'bombarded',1
'of_text',1
'ones',1
'any_depth',1
'requirement_to',1
'offered',1
'to_israel',1
'land_from',1
'from_lower',1
'majority_that',1
'manipulative',1
'ground',1
'space_for',1
'that_somehow',1
'off',1
'helpful',1
'do_not',1
'essence_that',1
'might',1
'pro-israel',1
'energy_supply',1
'sufficient',1
'that_realities',1
'population',1
'suggests_that',1
'sufficient_number',1
'manipulative_presentation',1
'of_how',1
'bitterly_that',1
'the_jews',1
'world_owes',1
'half_page',1
'diminish_the',1
'have_been',1
'stolen',1
'how',1
'is_amazing',1
'notes',1
'be_a',1
'criticism_while',1
'critics_of',1
'middle',1
'including',1
'noted',1
'the_u.s.',1
'to_what',1
'well',1
'of_chapters',1
'is_hardly',1
'titles',1
'where_the',1
'palestinians_saying',1
'and_entertainment',1
'have',3
'our_news',1
'elites',1
'describing',1
'criticism_against',1
'including_<num>',1
'the_requirement',1
'author_it',1
'east',1
'speaks_of',1
'asymmetry',1
'that_are',1
'present',1
'that_i',1
'presentation',1
'are_unconvincing',1
'amazing',1
'any_argument',1
'come',1
'against',1
'whole',1
'jewish',2
'might_be',1
'pro-israel_influence',1
'for_years',1
'world_to',1
'is_being',1
'and_where',1
'israel_with',1
'more_foreign',1
'are_frequently',1
'amazing_to',1
'importance',1
'index_',1
'where_we',1
'how_it',1
'brief',1
'israel_where',1
'israel_while',1
'illogical_arguments',1
'page',1
'favoritism.the_author\'s',1
'other',5
'of_maps',1
'depth_are',1
'frequently_bombarded',1
'presentation_offered',1
'zionism',2
'intellectuals',1
'opposition_in',1
'any_other',1
'them_goes',1
'i_might',1
'give_israel',1
'made',1
'the_actions',1
'who',1
'majority',2
'basic',1
'inadvertently',1
'will_go',1
'that_it',1
'their_illogical',1
'being_ignored',1
'jewish_majority',2
'regardless_of',1
'he_suggests',1
'of_criticism',1
'images_and',1
'minority_that',1
'offenses_of',1
'of_them',1
'first',1
'saying_that',1
'the_palestinians',1
'says_that',1
'first_atrocities',1
'second',1
'action_and',1
'pages_of',2
'table',1
'off_a',1
'action',1
'the_world',3
'israel_it',1
'are',9
'inadvertently_guides',1
'author_complains',1
'critical_importance',1
'i_was',1
'arabs_to',1
'holocaust_images',1
'heavily_developed',1
'the_pro-israel',1
'minority',1
'and_index',1
'critical',3
'<num>',4
'me_to',1
'speaks',1
'israel_second',1
'this_is',1
'suggests',1
'pages.by_describing',1
'small',1
'and_gives',1
'country.there_are',1
'indeed_the',1
'argument',1
'to_the',1
'fails_to',1
'number',1
'jews_their',1
'are_certainly',1
'that_there',1
'reality_is',1
'intellectuals_and',1
'territories_were',1
'for',3
'illogical_proposals',1
'is_the',2
'coverage_to',1
'he_presents',1
'this',7
'full_pages',1
'the_middle',1
'weak',1
'being',2
'to_them',1
'for_ends',1
'author_speaks',1
'settlement',1
'half',1
'energy',1
'any',4
'people',2
'favoritism_toward',1
'as_a',1
'arabs',1
'the_very',1
'of_israel.the',1
'owes_the',1
'country.there',1
'and',13
'our_politicians',1
'axiom',1
'provided',1
'retain_settlement',1
'favoritism.the',1
'blank_space',1
'axiom_the',1
'israel\'s',1
'part_a',1
'news_and',1
'chapters',1
'arguments',2
'may',1
'particularly_in',1
'israel',12
'relatively_brief',1
'under_criticism',1
'second_israel\'s',1
'israel_is',1
'israel_in',1
'extent',1
'hardly',1
'me_this',1
'book_review',1
'present_any',1
'being_singled',1
'importance_to',1
'u.s._where',1
'certainly',1
'if_there',1
'from',2
'enabled',1
'with_more',1
'jews',1
'complains_bitterly',1
'encouragement',1
'them',2
'true_reality',1
'other_illogical',1
'anti-israel',1
'chapter',1
'pages_acknowledgments',1
'me_encouragement',1
'zionism_at',1
'that_israel',2
'other_country.there',1
'u.s.',1
'realities',1
'<num>_pages',2
'reality',1
'under',1
'of_blank',1
'author_inadvertently',1
'their_own',1
'bad_logic',1
'think',1
'review',1
'by_the',2
'logic',1
'industry_and',1
'<num>_full',1
'stealing',1
'democracy',1
'to_maintain',1
'settlement_territories',1
'additionally',1
'of_other',1
'additionally_provided',1
'i_have',2
'media_gives',1
'of_critical',1
'aid',1
'toward_israel',1
'been_heavily',1
'certainly_under',1
'it\'s_essence',1
'contents_',1
'founding_of',1
'are_educated',1
'actions_in',1
'meaningful_opposition',1
'educated_and',1
'review_on',1
'maintain',1
'influence_in',1
'plenty_of',1
'are_being',1
'singling_out',1
'than',1
'retain',1
'ignored_this',1
'and_large',1
'palestinians',2
'singled',1
'holocaust',1
'in_our',1
'other_nations',3
'by_israelis',1
'says',1
'years',1
'who_are',1
'singled_out',1
'media',1
'illogical',2
'world_energy',1
'ranks_to',1
'peace_if',1
'text_including',1
'unconvincing_he',1
'nations_do',1
'space',1
'israel_retain',1
'addressing_all',1
'contains',1
'of_israel',3
'land',1
'educated',1
'palestinians_come',1
'pages',4
'to_zionism',1
'our_government',1
'news_media',1
'entertainment_industry',1
'own_country',1
'not_diminish',1
'presents',1
'israelis_the',1
'government_provides',1
'with_the',1
'relatively',1
'guides',1
'we',1
'the_people',1
'zionism_for',1
'provided_table',1
'running',1
'contents',1
'israelis',1
'indeed',1
'but_addressing',1
'chapters_and',1
'more',1
'acknowledgments_',1
'people_will',1
'questions',1
'majority_it',1
'this_favoritism.the',1
'peace',1
'critical_of',2
'country_particularly',1
'is_zionism',1
'helpful_info',1
'native',1
'actions',2
'it\'s',1
'for_criticism',1
'particularly',1
'argument_to',1
'israel_indeed',1
'influences_the',1
'titles_additionally',1
'images',1
'contains_<year>',1
'elites_that',1
'with_holocaust',1
'to',12
'politicians',1
'to_any',1
'criticism_and',1
'but',1
'all',1
'full',1
'book_contains',1
'are_other',1
'the_asymmetry',1
'saying',1
'was_enabled',1
'and_palestinians',1
'large_chapter',1
'supply',1
'while',2
'arab_population',1
'democracy_in',1
'is_any',1
'provides_israel',1
'world',3
'ends',1
'author_fails',1
'territories',2
'describing_anti-israel',1
'justify',2
'country_regardless',1
'entertainment',1
'author\'s',1
'against_israel',1
'than_to',1
'influences',1
'lower_ranks',1
'very',1
'very_founding',1
'and_the',2
'obtained.surprisingly_the',1
'that_questions',1
'owes',1
'author_but',1
'heavily',1
'made_by',1
'this_relatively',1
'aid_than',1
'singling',1
'the_whole',1
'israel\'s_actions',1
'that_these',1
'out_of',1
'was',2
'impressed',1
'actions_of',1
'is_plenty',1
'what_extent',1
'with_any',1
'this_large',1
'atrocities',2
'running_off',1
'bombarded_with',1
'industry',1
'were_stolen',1
'east_are',1
'goes',1
'obtained.surprisingly',1
'israel.the_author',1
'on',2
'somehow_the',1
'developed',1
'the_news',1
'government',1
'of',18
'this_book',1
'will',1
'have_feared',1
'large_jewish',2
'have_noted',1
'ground_require',1
'noted_a',1
'endless_coverage',1
'that',13
'of_contents',1
'foreign',1
'where',3
'true',1
'notes_',1
'the_ones',1
'middle_east',1
'to_present',1
'encouragement_that',1
'end_notes',1
'while_atrocities',1
'addressing',1
'and_in',1
'are_critical',1
'author',6
'me',3
'in_the',4
'israel.the',1
'these',1
'own',1
'well_beyond',1
'is_weak',1
'on_the',2
'regardless',1
'maintain_this',1
'somehow',1
'criticism',3
'ones_critical',1
'feared',1
'blank',1
'decided',1
'presents_as',1
'a_large',1
'page_end',1
'there',3
'stolen_by',1
'offenses',2
'of_our',1
'book',2
'author\'s_arguments',1
'out',2
'news',2
'our',3
'at_it\'s',1
'the_true',1
'what',1
'with',4
'territories_that',1
'requirement',1
'by_israel',2
'ignored',1
'stealing_land',1
'small_minority',1
'<year>',1
'this_says',1
'complains',1
'are_of',1
'it',6
'anti-israel_influences',1
'in',7
'extent_people',1
'index',1
'frequently',1
'offenses_by',1
'if',1
'nations_are',2
'israel_a',1
'nations',3
'atrocities_by',2
'it_is',5
'gives',2
'population_and',1
'realities_on',1
'and_elites',1
'goes_well',1
'text',1
'toward',1
'there_is',2
'critics',1
'by_stealing',1
'guides_me',1
'that_have',1
'while_critics',1
'it_he',1
'i',4
'there_may',1
'may_be',1
'the_ground',1
'a',6
'diminish',1
'be_part',1
'coverage',1
'the_manipulative',1
'influence',1
'questions_this',1
'supply_and',1
'decided_favoritism',1
'lower',1
'a_meaningful',1
'depth',1
'opposition',1
'info_bad',1
'was_impressed',1
'where_our',1
'number_of',1
'to_me',1
'impressed_with',1
'we_are',1
'developed_by',1
'justify_it',1
'politicians_i',1
'these_territories',1
'is_that',1
'and_think',1
'them_and',1
'arab',1
'in_this',1
'chapter_titles',1
'to_give',1
'out_for',1
'the_offenses',2
'in_action',1
'that_is',1
'that_the',1
'#label#',2.0
'i',1
'amount_of',1
'good',1
'pokeroptimum_play',1
'very',1
'impressed_with',1
'packed_into',1
'info_packed',1
'with_the',1
'very_impressed',1
'video',1
'play',1
'of_good',1
'i_was',1
'amount',1
'of',1
'impressed',1
'this',1
'info',1
'book',1
'pokeroptimum',1
'this_book',1
'was_very',1
'good_info',1
'packed',1
'video_pokeroptimum',1
'the_amount',1
'into_this',1
'was',1
'with',1
'the',1
'into',1
'#label#',4.0
'book_&quot;hosts&quot;',1
'&quot;hosts&quot;',1
'almost_winner',1
'the_plot',1
'&quot;hosts&quot;_so',1
'recommend..&quot;the_touch&quot;.',1
'know_the',1
'you_know',1
'imagine_it',1
'read',1
'all_the',1
'plot',1
'is_a',1
'somewhat',1
'at',1
'i',1
'it_).other',1
'again...&quot;_all',1
'rage&quot;_is',1
'touch&quot;.',1
').other',1
'i_would',1
'imagine',1
'could',1
'the',4
'rage&quot;',1
'all',1
'another',1
'is_somewhat',1
'recommend..&quot;the',1
'so',1
'would_recommend..&quot;the',1
'upcoming',1
'done',1
'at_least',1
'books_i',1
'could_imagine',1
'very',1
'good_read',1
'&quot;the',1
'the_upcoming',1
'winner',1
'you_could',1
').other_books',1
'ending',1
'a',1
'almost_done',1
'good',1
'ending_',1
'the_rage&quot;',1
'so_you',1
'determined',1
'it_again...&quot;',1
'book',1
'know',1
'wilson_has',1
'upcoming_book',1
'read_the',1
'you',2
'very_good',1
'&quot;sibs&quot;',1
'plot_is',1
'books',1
'by_the',1
'least',1
'touch&quot;._&quot;sibs&quot;',1
'a_very',1
'has',1
'somewhat_determined',1
'&quot;sibs&quot;_&quot;the',1
'would',1
'the_ending',1
'it',2
'is',2
'almost',2
'determined_by',1
'&quot;the_tomb&quot',1
'done_it',1
'least_you',1
'again...&quot;',1
'another_almost',1
'by',1
'wilson',1
'has_almost',1
'tomb&quot',1
'#label#',4.0
'no_new',1
'of',1
'alert',1
'am_a',1
'information_on',1
'hoping',1
'no',1
'a_tennis',1
'am',1
'some',1
'to',1
'little_to',1
'was_hoping',1
'found_little',1
'anecdote',1
'neither_of',1
'granted',1
'which_i',1
'i_got',1
'i_am',1
'new_information',1
'rehash_alert',1
'hoping_for',1
'of_which',1
'for',1
'which',1
'on_tennis',1
'found',1
'i_was',1
'tennis',2
'i',4
'or_anecdote',1
'in_this',1
'got',1
'a',1
'tidbit',1
'tidbit_or',1
'fanatic_but',1
'tennis_in',1
'some_new',1
'i_found',1
'new_tidbit',1
'book',1
'was',1
'this',1
'this_book',1
'granted_i',1
'anecdote_neither',1
'to_no',1
'information',1
'tennis_fanatic',1
'for_some',1
'little',1
'book_granted',1
'new',2
'in',1
'but',1
'neither',1
'or',1
'rehash',1
'on',1
'but_i',1
'fanatic',1
'#label#',2.0
'pervasive_feeling',1
'and_this',1
'anyone',1
'well',1
'stage_of',1
'are',4
'in',1
'though',1
'depression&quot;._again',1
'better_books',1
'are_not',1
'on',1
'help_on',1
'for_people',1
'to_recover',1
'pervasive',1
'fairly',1
'read',1
'light',1
'there_are',1
'knows_that',1
'&quot;undoing_depression&quot;.',1
'far_better',1
'not_alone',1
'for',2
'advice',1
'an',1
'you_are',2
'most_notably',1
'they_are',1
'read_if',1
'&quot;undoing',1
'this_book',1
'where',1
'far',1
'good',1
'there',2
'to_well',1
'important',1
'feeling_all',1
'book_to',1
'all_to',1
